Assessment ID,Species or Taxon,Common Names,Year Assessed,Countries,Publication,Criteria system,Status,Publication citation,Scope
94482,"Sphaerias blanfordi (Thomas, 1891)",Blanford's Fruit Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94478,"Sphaerias blanfordi (Thomas, 1891)",Blanford's Fruit Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94483,"Tadarida aegyptiaca (E. Geoffroy, 1818)",Bengali-Lomba-leji Chamchika English-Egyptian Free-tailed Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94490,"Tadarida plicata (Buchannan, 1800)",Wrinkle-lipped Free-tailed Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94513,"Taphozous longimanus Hardwicke, 1825",Bengali-Tholeyjukta Chamchika English-Long-winged Tomb Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Data Deficient
DD","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94509,"Taphozous longimanus Hardwicke, 1825",Bengali-Tholeyjukta Chamchika English-Long-winged Tomb Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94515,"Taphozous melanopogon Temminck, 1841",Bengali: Darijukta English: Black-bearded Tomb Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94494,"Taphozous nudiventris Cretzschmar, 1830",Naked-rumped Tomb Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94503,"Taphozous perforatus E. Geoffroy, 1818",Egyptian Tomb Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94499,"Taphozous saccolaimus Temminck, 1838",Bengali: Jhalor-leji Chamchika English: Pouch-bearing Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94506,"Taphozous theobaldi Dobson, 1872",Theobald's Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94521,"Tylonycteris pachypus (Temminck, 1840)","Bamboo Bat, Club-footed Bat, Flat-headed Bat",2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94526,"Vespertilio murinus Linnaeus, 1758",Particoloured Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
95017,"Hoolock hoolock (Harlan, 1834)","Western Hoolock, Hoolock Gibbon",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95026,"Macaca arctoides I. Geoffroy Saint-Hilaire, 1830","Bear Macaque, Red-faced Stump-tailed Macaque, Stump-tailed Macaque",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Critically Endangered
CR","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95030,"Macaca assamensis assamensis (McClelland, 1839)","Assamese: Asomia molua; Barman: Jongak; Bhutia: Poi; Garo: Makre-dow; Lepcha: Sahu; Mizo: Zwongpu; Riyang: Taiman ukhra; English: Assam Macaque, Eastern Assamese Macaque",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95033,"Macaca assamensis pelops (Hodgson, 1841)","Bengali: Assame bandar, Pahari bandar; Bhotia: Pio; Lepcha: Sahu; Myanmari: Myauk-sar; English: Western Assamese Macaque",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95038,"Macaca leonina (Blyth, 1863)","Assamese: Gahari nejia bandar; Bengali: Baraholeji banar; Bengali (in Bangladesh): Chhotoleji banar; Garo: Peko; Mizo: Zawangmuat; Naga: Kangh; Nepali: Sungur puchero bandar; Riyang: Stongbora; English: Burmese Pig-tailed Macaque, Long-haired Pig-tailed Macaque, Northern Pig-tailed Macaque",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95041,"Macaca mulatta mulatta (Zimmermann, 1780)","Bengali: Banar; Hindi: Bandar, Lal bandar, Lal mukh ka bandar, Lal mukhwala bandar; Hindko: Baojha; Marathi: Makad; Nepali: Rato Bandar, Hajaria Bandar; Oriya: Mankad; Pashto: Shado, Beszoo; Rai: Pupa; Telugu: Kothi; Urdu: Bandur; English: Indian Rhesus Macaque, Rhesus Monkey",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Least Concern
LC","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95045,"Macaca mulatta mulatta (Zimmermann, 1780)","Bengali: Banar; Hindi: Bandar, Lal bandar, Lal mukh ka bandar, Lal mukhwala bandar; Hindko: Baojha; Marathi: Makad; Nepali: Rato Bandar, Hajaria Bandar; Oriya: Mankad; Pashto: Shado, Beszoo; Rai: Pupa; Telugu: Kothi; Urdu: Bandur; English: Indian Rhesus Macaque, Rhesus Monkey",2003,Nepal,Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Near Threatened (Downlisted from Endangered)
NT°","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",National
95053,"Nycticebus bengalensis (Lacépede, 1800)","Assamese: Lajuki bandar; Bengali: Lajiwati bandar; Hindi: Sharimindi billi; Nepali: Lajbarti bandar; English: Bengal Loris, Bengal Slow Loris, Northern Slow Loris, Slow Loris",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Data Deficient
DD","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95058,"Semnopithecus ajax (Pocock, 1928)","Hindi: Goli, Hanuman langur; Oriya: Hanu Mankara; English: Himalayan Grey Langur, Western Himalayan Langur",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Critically Endangered
CR","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95060,"Semnopithecus ajax (Pocock, 1928)","Hindi: Goli, Hanuman langur; Oriya: Hanu Mankara; English: Himalayan Grey Langur, Western Himalayan Langur",2003,Nepal,Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Critically Endangered
CR","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",National
95062,"Semnopithecus entellus (Dufresne, 1797)","English: Bengal Hanuman Langur, Northern Plains Gray Langur",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Near Threatened
NT","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95065,"Semnopithecus hector (Pocock, 1928)","Nepali: Kalomukhe Bandar, Lampuchhre Badar, Phetawal Langur; Tharu: Kaldhaure, Guna; English: Gray Langur, Hanuman Langur, Lesser Hill Langur",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95067,"Semnopithecus hector (Pocock, 1928)","Nepali: Kalomukhe Bandar, Lampuchhre Badar, Phetawal Langur; Tharu: Kaldhaure, Guna; English: Gray Langur, Hanuman Langur, Lesser Hill Langur",2003,Nepal,Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Critically Endangered (Uplisted from Endangered)
CR°","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",National
95069,"Semnopithecus schistaceus Hodgson, 1841","Nepali: Kalomukhe Bandar, Lampuchhre Bandar, Phetawal Bandar; Tamang: Preken; Tharu: Kaldhaure; English: Central Himalayan Langur, Hanuman Langur, Nepal Gray Langur",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Near Threatened
NT","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95072,"Semnopithecus schistaceus Hodgson, 1841","Nepali: Kalomukhe Bandar, Lampuchhre Bandar, Phetawal Bandar; Tamang: Preken; Tharu: Kaldhaure; English: Central Himalayan Langur, Hanuman Langur, Nepal Gray Langur",2003,Nepal,Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Near Threatened
NT","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",National
95078,"Trachypithecus geei (Ali and Santapau, 1956)","Assamese: Sonali bandar; Bengali: Sonali-bandar; Bodo: Mokre gophur; Hindi: Sunheara bandar; Nepali: Sunaulo bandar, Sugrib; English: Gee's Golden Langur, Golden Leaf Monkey",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95081,"Trachypithecus obscurus phayrei (Blyth, 1847)","Assamese: Chashma Bandar; Bengali: Chashma Bandar; Bengali in Bangladesh: Chashma pora hanuman; Mizo: Dawr; Nepali: Chasme Bandar; English: Phayre's Langur, Phayre's Leaf Monkey",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95085,"Trachypithecus pileatus durga (Wroughton, 1916)","Assamese: Topimuria bandar; Bengali: Topi bengali; Garo: Rangol; Hindi: Topi wala Bandar; Khasi: Tongo; English: Capped Langur, Orange-bellied Capped Leaf Monkey",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95088,"Trachypithecus pileatus pileatus (Blyth, 1843)","Assamese: Tupimuria bandar; Bengali: Mukpori Hanuman; Bengali: Topi-bandar; Garo: Rangel; Hindi: Topiwala bandar; Khasi: Tongo; Mizo: Ngau; English: Blonde-bellied Capped Leaf Monkey, Capped Langur",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
95089,"Trachypithecus pileatus tenebricus (Hinton, 1923)","Assamese: Tupimuria bandar; Bengali: Topi banar; Bodo: Golija makhre; Hindi: Topi wala bandar; English: Capped Langur, Tenebrous Capped Leaf Monkey",2003,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report,IUCN,"Endangered
EN","Molur, S., D. Brandon-Jones, W. Dittus, A. Eudey, A. Kumar, M. Singh, M.M. Feeroz, M. Chalise, P. Priya and S. Walker, editors. 2003. Status of South Asian Primates: Conservation Assessment and Management Plan (C.A.M.P.) Wokshop Report. Zoo Outreach Organisation, CBSG-South Asia, Coimbatore, viii+432pp.",Regional (multi-national)
94529,"Acomys dimidiatus Cretzschmar, 1826",Arabian Spiny Mouse,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94530,"Allactaga elater Lichtenstein, 1828",Small Five-toed Jerboa,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94531,"Allactaga hotsoni Thomas, 1920",Hotson's Five-toed Jerboa,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94533,"Alticola argentatus Severtzov, 1879",Silver Mountain Vole,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94537,"Alticola montosa True, 1894","True's Vole, Kashmir Mountain Vole",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94542,"Alticola stoliczkanus Blanford, 1875","Stoliczka's Vole, Stoliczka's Mountain Vole",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened (Downlisted from Vulnerable)
NT°","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
